,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,posicion,contrato,Value,Wage,Special
149,225900,J. Sambenito,26,https://cdn.sofifa.org/players/4/19/225900.png,Paraguay,https://cdn.sofifa.org/flags/58.png,71,72,SUB,"UB (9)
Free",€0,€0,1651
150,216385,R. Ortiz,28,https://cdn.sofifa.org/players/4/19/216385.png,Paraguay,https://cdn.sofifa.org/flags/58.png,74,74,SUB,"UB (6)
Free",€0,€0,1973
151,225887,D. Gonzo,22,https://cdn.sofifa.org/players/4/19/225887.png,Paraguay,https://cdn.sofifa.org/flags/58.png,72,78,SUB,"B (17)
Free",€0,€0,1828
152,226062,O. Ruisalvo,26,https://cdn.sofifa.org/players/4/19/226062.png,Paraguay,https://cdn.sofifa.org/flags/58.png,69,69,SUB,"UB (7)
Free",€0,€0,1774
153,225894,L. Cáceda,30,https://cdn.sofifa.org/players/4/19/225894.png,Paraguay,https://cdn.sofifa.org/flags/58.png,70,70,SUB,"UB (3)
Free",€0,€0,1381
154,225896,J. Alondro,30,https://cdn.sofifa.org/players/4/19/225896.png,Paraguay,https://cdn.sofifa.org/flags/58.png,65,65,SUB,"UB (5)
Free",€0,€0,1538
155,224900,A. Silbeira,22,https://cdn.sofifa.org/players/4/19/224900.png,Paraguay,https://cdn.sofifa.org/flags/58.png,72,72,SUB,"B (12)
Free",€0,€0,1136
156,209109,J. Silbeira,22,https://cdn.sofifa.org/players/4/19/209109.png,Paraguay,https://cdn.sofifa.org/flags/58.png,70,72,RES,"S (22)
Free",€0,€0,1156
157,209112,M. Rivoredo,26,https://cdn.sofifa.org/players/4/19/209112.png,Paraguay,https://cdn.sofifa.org/flags/58.png,67,67,RES,"ES (8)
Free",€0,€0,1790
158,225882,D. Mendiseca,22,https://cdn.sofifa.org/players/4/19/225882.png,Paraguay,https://cdn.sofifa.org/flags/58.png,67,67,RES,"S (19)
Free",€0,€0,1608
159,225883,S. Torrizales,26,https://cdn.sofifa.org/players/4/19/225883.png,Paraguay,https://cdn.sofifa.org/flags/58.png,65,66,RES,"S (23)
Free",€0,€0,1701
160,225893,J. Sambenito,26,https://cdn.sofifa.org/players/4/19/225893.png,Paraguay,https://cdn.sofifa.org/flags/58.png,65,65,RES,"S (21)
Free",€0,€0,1575
161,225701,P. Gallese,28,https://cdn.sofifa.org/players/4/19/225701.png,Peru,https://cdn.sofifa.org/flags/59.png,72,72,GK,"GK (1)
Free",€0,€0,1197
162,204539,L. Advíncula,28,https://cdn.sofifa.org/players/4/19/204539.png,Peru,https://cdn.sofifa.org/flags/59.png,74,74,RB,"un 30, 2019",€4.4M,€4.4M,2056
163,226002,M. Araujo,23,https://cdn.sofifa.org/players/4/19/226002.png,Peru,https://cdn.sofifa.org/flags/59.png,69,74,RCB,2018 ~ 2019,€1.2M,€1.2M,1580
164,211522,A. Callens,26,https://cdn.sofifa.org/players/4/19/211522.png,Peru,https://cdn.sofifa.org/flags/59.png,71,74,LCB,2017 ~ 2019,€2.5M,€2.5M,1582
165,234178,L. Abram,22,https://cdn.sofifa.org/players/4/19/234178.png,Peru,https://cdn.sofifa.org/flags/59.png,72,81,LB,2018 ~ 2021,€4.2M,€4.2M,1636
166,220673,R. Tapia,22,https://cdn.sofifa.org/players/4/19/220673.png,Peru,https://cdn.sofifa.org/flags/59.png,74,79,RDM,"un 30, 2019",€6.5M,€6.5M,1979
167,204542,Y. Yotún,28,https://cdn.sofifa.org/players/4/19/204542.png,Peru,https://cdn.sofifa.org/flags/59.png,73,73,LDM,2019 ~ 2019,€4M,€4M,1984
168,203299,A. Carrillo,27,https://cdn.sofifa.org/players/4/19/203299.png,Peru,https://cdn.sofifa.org/flags/59.png,78,78,RM,"un 30, 2019",€11M,€11M,1937
169,210951,E. Flores,24,https://cdn.sofifa.org/players/4/19/210951.png,Peru,https://cdn.sofifa.org/flags/59.png,67,69,LM,2018 ~ 2019,€950K,€950K,1726
170,214000,Y. Reyna,24,https://cdn.sofifa.org/players/4/19/214000.png,Peru,https://cdn.sofifa.org/flags/59.png,70,74,CAM,2017 ~ 2021,€2.4M,€2.4M,1820
171,158133,J. Farfán,33,https://cdn.sofifa.org/players/4/19/158133.png,Peru,https://cdn.sofifa.org/flags/59.png,77,77,ST,2017 ~ 2020,€5.5M,€5.5M,1996
172,231965,Beto da Silva,21,https://cdn.sofifa.org/players/4/19/231965.png,Peru,https://cdn.sofifa.org/flags/59.png,66,76,SUB,"ec 31, 2019",€1M,€1M,1582
173,223637,A. Polo,23,https://cdn.sofifa.org/players/4/19/223637.png,Peru,https://cdn.sofifa.org/flags/59.png,69,74,SUB,2019 ~ 2019,€1.4M,€1.4M,1775
174,228271,C. Gonzáles,25,https://cdn.sofifa.org/players/4/19/228271.png,Peru,https://cdn.sofifa.org/flags/59.png,66,67,SUB,"B (15)
Free",€0,€0,1728
175,196688,A. Corzo,29,https://cdn.sofifa.org/players/4/19/196688.png,Peru,https://cdn.sofifa.org/flags/59.png,69,69,SUB,"UB (3)
Free",€0,€0,1677
176,236260,A. Santamaría,26,https://cdn.sofifa.org/players/4/19/236260.png,Peru,https://cdn.sofifa.org/flags/59.png,68,71,SUB,2019 ~ 2019,€925K,€925K,1843
177,246014,M. López,18,https://cdn.sofifa.org/players/4/19/246014.png,Peru,https://cdn.sofifa.org/flags/59.png,63,75,SUB,2019 ~ 2021,€525K,€525K,1654
178,234054,C. Cáceda,26,https://cdn.sofifa.org/players/4/19/234054.png,Peru,https://cdn.sofifa.org/flags/59.png,69,69,SUB,"B (12)
Free",€0,€0,973
179,221664,W. Cartagena,23,https://cdn.sofifa.org/players/4/19/221664.png,Peru,https://cdn.sofifa.org/flags/59.png,67,73,RES,"S (16)
Free",€0,€0,1813
180,233571,A. Arias,22,https://cdn.sofifa.org/players/4/19/233571.png,Peru,https://cdn.sofifa.org/flags/59.png,64,72,RES,"ES (7)
Free",€0,€0,1748
181,236264,P. Aquino,23,https://cdn.sofifa.org/players/4/19/236264.png,Peru,https://cdn.sofifa.org/flags/59.png,73,78,RES,2018 ~ 2019,€4.5M,€4.5M,1883
182,204538,R. Ruidíaz,27,https://cdn.sofifa.org/players/4/19/204538.png,Peru,https://cdn.sofifa.org/flags/59.png,76,76,RES,2018 ~ 2021,€8M,€8M,1879
183,186655,J. Carvallo,32,https://cdn.sofifa.org/players/4/19/186655.png,Peru,https://cdn.sofifa.org/flags/59.png,68,68,RES,"S (21)
Free",€0,€0,1094
184,182494,F. Muslera,32,https://cdn.sofifa.org/players/4/19/182494.png,Uruguay,https://cdn.sofifa.org/flags/60.png,81,81,GK,2011 ~ 2021,€10M,€10M,1359
185,182495,M. Cáceres,31,https://cdn.sofifa.org/players/4/19/182495.png,Uruguay,https://cdn.sofifa.org/flags/60.png,78,78,RB,"un 30, 2019",€7M,€7M,1940
186,182493,D. Godín,32,https://cdn.sofifa.org/players/4/19/182493.png,Uruguay,https://cdn.sofifa.org/flags/60.png,90,90,RCB,2010 ~ 2019,€44M,€44M,1936
187,216460,J. Giménez,23,https://cdn.sofifa.org/players/4/19/216460.png,Uruguay,https://cdn.sofifa.org/flags/60.png,84,88,LCB,2013 ~ 2023,€34M,€34M,1756
188,213400,D. Laxalt,25,https://cdn.sofifa.org/players/4/19/213400.png,Uruguay,https://cdn.sofifa.org/flags/60.png,78,79,LB,2018 ~ 2022,€12.5M,€12.5M,1992
189,230965,N. Nández,22,https://cdn.sofifa.org/players/4/19/230965.png,Uruguay,https://cdn.sofifa.org/flags/60.png,77,84,RM,2017 ~ 2020,€12.5M,€12.5M,2060
190,227535,R. Bentancur,21,https://cdn.sofifa.org/players/4/19/227535.png,Uruguay,https://cdn.sofifa.org/flags/60.png,78,90,RCM,2017 ~ 2022,€18.5M,€18.5M,1934
191,223959,L. Torreira,22,https://cdn.sofifa.org/players/4/19/223959.png,Uruguay,https://cdn.sofifa.org/flags/60.png,82,87,LCM,2018 ~ 2023,€25M,€25M,2122
192,219985,M. Vecino,26,https://cdn.sofifa.org/players/4/19/219985.png,Uruguay,https://cdn.sofifa.org/flags/60.png,80,81,LM,2017 ~ 2022,€14.5M,€14.5M,2052
193,176580,L. Suárez,31,https://cdn.sofifa.org/players/4/19/176580.png,Uruguay,https://cdn.sofifa.org/flags/60.png,91,91,RS,2014 ~ 2021,€80M,€80M,2349
194,179813,E. Cavani,31,https://cdn.sofifa.org/players/4/19/179813.png,Uruguay,https://cdn.sofifa.org/flags/60.png,89,89,LS,2013 ~ 2020,€60M,€60M,2161
195,186537,C. Stuani,31,https://cdn.sofifa.org/players/4/19/186537.png,Uruguay,https://cdn.sofifa.org/flags/60.png,81,81,SUB,2017 ~ 2022,€16M,€16M,2032
196,239207,M. Gómez,21,https://cdn.sofifa.org/players/4/19/239207.png,Uruguay,https://cdn.sofifa.org/flags/60.png,80,85,SUB,2017 ~ 2022,€20.5M,€20.5M,1806
197,229636,G. Pereiro,23,https://cdn.sofifa.org/players/4/19/229636.png,Uruguay,https://cdn.sofifa.org/flags/60.png,77,82,SUB,2015 ~ 2020,€12M,€12M,1933
198,239053,F. Valverde,19,https://cdn.sofifa.org/players/4/19/239053.png,Uruguay,https://cdn.sofifa.org/flags/60.png,76,88,SUB,2016 ~ 2021,€13M,€13M,1840
199,197655,S. Coates,27,https://cdn.sofifa.org/players/4/19/197655.png,Uruguay,https://cdn.sofifa.org/flags/60.png,82,83,SUB,2017 ~ 2022,€21M,€21M,1711
200,246387,M. Suárez,22,https://cdn.sofifa.org/players/4/19/246387.png,Uruguay,https://cdn.sofifa.org/flags/60.png,72,79,SUB,2019 ~ 2023,€3.7M,€3.7M,1810
201,198653,M. Silva,35,https://cdn.sofifa.org/players/4/19/198653.png,Uruguay,https://cdn.sofifa.org/flags/60.png,74,74,SUB,"B (23)
Free",€0,€0,1252
202,240976,M. Saracchi,20,https://cdn.sofifa.org/players/4/19/240976.png,Uruguay,https://cdn.sofifa.org/flags/60.png,75,82,RES,2018 ~ 2023,€8M,€8M,2015
203,197225,N. Lodeiro,29,https://cdn.sofifa.org/players/4/19/197225.png,Uruguay,https://cdn.sofifa.org/flags/60.png,78,78,RES,2016 ~ 2021,€10M,€10M,2015
204,223816,J. Rodríguez,24,https://cdn.sofifa.org/players/4/19/223816.png,Uruguay,https://cdn.sofifa.org/flags/60.png,75,79,RES,2019 ~ 2019,€9M,€9M,1904
205,247802,G. González,23,https://cdn.sofifa.org/players/4/19/247802.png,Uruguay,https://cdn.sofifa.org/flags/60.png,71,78,RES,"S (13)
Free",€0,€0,1726
206,225647,M. Campaña,29,https://cdn.sofifa.org/players/4/19/225647.png,Uruguay,https://cdn.sofifa.org/flags/60.png,79,80,RES,2017 ~ 2021,€10M,€10M,1268
207,228736,W. Faríñez,20,https://cdn.sofifa.org/players/4/19/228736.png,Venezuela,https://cdn.sofifa.org/flags/61.png,73,83,GK,2018 ~ 2020,€5M,€5M,1265
208,182896,R. Rosales,29,https://cdn.sofifa.org/players/4/19/182896.png,Venezuela,https://cdn.sofifa.org/flags/61.png,74,74,RB,"un 30, 2019",€4.3M,€4.3M,1967
209,233329,M. Villanueva,25,https://cdn.sofifa.org/players/4/19/233329.png,Venezuela,https://cdn.sofifa.org/flags/61.png,67,71,RCB,"un 30, 2019",€825K,€825K,1600
210,237297,Y. Osorio,24,https://cdn.sofifa.org/players/4/19/237297.png,Venezuela,https://cdn.sofifa.org/flags/61.png,75,81,LCB,"un 30, 2019",€8M,€8M,1535
211,240921,R. Hernández,20,https://cdn.sofifa.org/players/4/19/240921.png,Venezuela,https://cdn.sofifa.org/flags/61.png,62,74,LB,2017 ~ 2021,€475K,€475K,1545
212,240982,J. Moreno,24,https://cdn.sofifa.org/players/4/19/240982.png,Venezuela,https://cdn.sofifa.org/flags/61.png,70,75,CDM,2018 ~ 2021,€2M,€2M,1856
213,228738,J. Murillo,22,https://cdn.sofifa.org/players/4/19/228738.png,Venezuela,https://cdn.sofifa.org/flags/61.png,69,78,RM,2018 ~ 2022,€1.6M,€1.6M,1710
214,191053,T. Rincón,30,https://cdn.sofifa.org/players/4/19/191053.png,Venezuela,https://cdn.sofifa.org/flags/61.png,77,77,RCM,2018 ~ 2022,€8M,€8M,2056
215,234060,Y. Herrera,20,https://cdn.sofifa.org/players/4/19/234060.png,Venezuela,https://cdn.sofifa.org/flags/61.png,68,78,LCM,"un 30, 2019",€1.3M,€1.3M,1773
216,210463,D. Machís,25,https://cdn.sofifa.org/players/4/19/210463.png,Venezuela,https://cdn.sofifa.org/flags/61.png,75,76,LM,"un 30, 2019",€8M,€8M,1909
217,189250,S. Rondón,28,https://cdn.sofifa.org/players/4/19/189250.png,Venezuela,https://cdn.sofifa.org/flags/61.png,78,78,ST,"un 30, 2019",€10.5M,€10.5M,1797
218,207877,J. Martínez,25,https://cdn.sofifa.org/players/4/19/207877.png,Venezuela,https://cdn.sofifa.org/flags/61.png,81,84,SUB,2017 ~ 2023,€22.5M,€22.5M,1936
219,212618,F. Aristeguieta,26,https://cdn.sofifa.org/players/4/19/212618.png,Venezuela,https://cdn.sofifa.org/flags/61.png,73,74,SUB,2018 ~ 2023,€4.8M,€4.8M,1779
220,239747,S. Córdova,20,https://cdn.sofifa.org/players/4/19/239747.png,Venezuela,https://cdn.sofifa.org/flags/61.png,69,78,SUB,2017 ~ 2022,€1.7M,€1.7M,1589
221,207876,A. González,25,https://cdn.sofifa.org/players/4/19/207876.png,Venezuela,https://cdn.sofifa.org/flags/61.png,70,72,SUB,2018 ~ 2019,€1.8M,€1.8M,1980
222,246015,L. Mago,23,https://cdn.sofifa.org/players/4/19/246015.png,Venezuela,https://cdn.sofifa.org/flags/61.png,67,70,SUB,2019 ~ 2021,€800K,€800K,1671
223,234059,J. Chancellor,26,https://cdn.sofifa.org/players/4/19/234059.png,Venezuela,https://cdn.sofifa.org/flags/61.png,64,64,SUB,"UB (4)
Free",€0,€0,1302
224,193359,R. Romo,28,https://cdn.sofifa.org/players/4/19/193359.png,Venezuela,https://cdn.sofifa.org/flags/61.png,69,71,SUB,"B (22)
Free",€0,€0,1105
225,216468,J. Añor,24,https://cdn.sofifa.org/players/4/19/216468.png,Venezuela,https://cdn.sofifa.org/flags/61.png,73,76,RES,"un 30, 2019",€5M,€5M,1838
226,228116,A. Figuera,28,https://cdn.sofifa.org/players/4/19/228116.png,Venezuela,https://cdn.sofifa.org/flags/61.png,69,69,RES,"ES (6)
Free",€0,€0,1727
227,172613,L. Seijas,32,https://cdn.sofifa.org/players/4/19/172613.png,Venezuela,https://cdn.sofifa.org/flags/61.png,71,71,RES,2018 ~ 2023,€1.8M,€1.8M,1942
228,245149,J. Hurtado,18,https://cdn.sofifa.org/players/4/19/245149.png,Venezuela,https://cdn.sofifa.org/flags/61.png,69,85,RES,2018 ~ 2021,€2.2M,€2.2M,1677
229,231596,J. Contreras,23,https://cdn.sofifa.org/players/4/19/231596.png,Venezuela,https://cdn.sofifa.org/flags/61.png,65,72,RES,2013 ~ 2019,€550K,€550K,941
